release_date,title,character
"October 14, 2015",Spider-Man 2099 Vol 3 1,Peter Parker (Earth-616)
"October 14, 2015",Uncanny Avengers Vol 3 1,Peter Parker (Earth-616)
"October 21, 2015",Amazing Spider-Man Vol 4 2,Peter Parker (Earth-616)
"October 28, 2015",Spider-Man 2099 Vol 3 2,Peter Parker (Earth-616)
"November 4, 2015",Amazing Spider-Man Vol 4 3,Peter Parker (Earth-616)
"November 11, 2015",Spider-Man 2099 Vol 3 3,Peter Parker (Earth-616)
"November 18, 2015",Spider-Woman Vol 6 1,Peter Parker (Earth-616)
"November 25, 2015",Groot Vol 1 6,Peter Parker (Earth-616)
"January 6, 2016",How to Draw the Marvel Way Vol 1 1,Peter Parker (Earth-616)
"December 9, 2015",Amazing Spider-Man Vol 4 4,Peter Parker (Earth-616)
"December 9, 2015",Secret Wars Vol 1 8,Peter Parker (Earth-616)
"December 16, 2015",Amazing Spider-Man Vol 4 1.1,Peter Parker (Earth-616)
"December 16, 2015",Silk Vol 2 2,Peter Parker (Earth-616)
"December 30, 2015",Amazing Spider-Man Vol 4 6,Peter Parker (Earth-616)
"December 23, 2015",Amazing Spider-Man Vol 4 5,Peter Parker (Earth-616)
"January 6, 2016",Amazing Spider-Man Vol 4 1.2,Peter Parker (Earth-616)
"January 6, 2016",Spider-Man/Deadpool Vol 1 1,Peter Parker (Earth-616)
"January 13, 2016",Secret Wars Vol 1 9,Peter Parker (Earth-616)
"January 13, 2016",Silk Vol 2 3,Peter Parker (Earth-616)
"January 20, 2016",Amazing Spider-Man & Silk: The Spider(fly) Effect Infinite Comic Vol 1 1,Peter Parker (Earth-616)
"March 16, 2016",How to Draw the Marvel Way Vol 1 7,Peter Parker (Earth-616)
"February 3, 2016",Amazing Spider-Man Vol 4 7,Peter Parker (Earth-616)
"February 3, 2016",Rocket Raccoon and Groot Vol 1 2,Peter Parker (Earth-616)
"February 3, 2016",Spider-Man Vol 2 1,Peter Parker (Earth-616)
"February 10, 2016",Agents of S.H.I.E.L.D. Vol 1 2,Peter Parker (Earth-616)
"February 10, 2016",Spider-Man 2099 Vol 3 6,Peter Parker (Earth-616)
"February 10, 2016",Spider-Man/Deadpool Vol 1 2,Peter Parker (Earth-616)
"February 10, 2016",Year of Marvels: February Infinite Comic Vol 1 1,Peter Parker (Earth-616)
"February 17, 2016",Amazing Spider-Man & Silk: The Spider(fly) Effect Infinite Comic Vol 1 3,Peter Parker (Earth-616)
"February 24, 2016",Amazing Spider-Man Vol 4 1.3,Peter Parker (Earth-616)
"February 17, 2016",Amazing Spider-Man Vol 4 8,Peter Parker (Earth-616)
"March 2, 2016",Invincible Iron Man Vol 3 7,Peter Parker (Earth-616)
"March 2, 2016",Spider-Man Vol 2 2,Peter Parker (Earth-616)
"March 9, 2016",Amazing Spider-Man Vol 4 9,Peter Parker (Earth-616)
"March 9, 2016",Spider-Man 2099 Vol 3 8,Peter Parker (Earth-616)
"March 9, 2016",Doctor Strange Vol 4 6,Peter Parker (Earth-616)
"March 9, 2016",Spider-Man/Deadpool Vol 1 3,Peter Parker (Earth-616)
"March 16, 2016",All-New Inhumans Vol 1 5,Peter Parker (Earth-616)
"March 23, 2016",Venom: Space Knight Vol 1 5,Peter Parker (Earth-616)
"March 30, 2016",Amazing Spider-Man Vol 4 1.4,Peter Parker (Earth-616)
"May 7, 2016",Free Comic Book Day 2016 (Captain America) Vol 1 1,Peter Parker (Earth-616)
"April 6, 2016",Invincible Iron Man Vol 3 8,Peter Parker (Earth-616)
"April 1, 2016",Year of Marvels: April Infinite Comic Vol 1 1,Peter Parker (Earth-616)
"April 6, 2016",Vision Vol 2 6,Peter Parker (Earth-616)
"April 6, 2016",Spider-Man 2099 Vol 3 9,Peter Parker (Earth-616)
"April 13, 2016",Amazing Spider-Man Vol 4 10,Peter Parker (Earth-616)
"April 13, 2016",All-New Inhumans Vol 1 6,Peter Parker (Earth-616)
"April 20, 2016",Spider-Man/Deadpool Vol 1 4,Peter Parker (Earth-616)
"April 27, 2016",Unbeatable Squirrel Girl Vol 2 7,Peter Parker (Earth-616)
"April 27, 2016",Amazing Spider-Man Vol 4 11,Peter Parker (Earth-616)
"May 4, 2016",Amazing Spider-Man & Silk: The Spider(fly) Effect Infinite Comic Vol 1 8,Peter Parker (Earth-616)
"May 4, 2016",Amazing Spider-Man Vol 4 12,Peter Parker (Earth-616)
"May 4, 2016",Howard the Duck Vol 6 7,Peter Parker (Earth-616)
"May 4, 2016",Invincible Iron Man Vol 3 9,Peter Parker (Earth-616)
"May 11, 2016",Agents of S.H.I.E.L.D. Vol 1 5,Peter Parker (Earth-616)
"May 18, 2016",Astonishing Ant-Man Vol 1 8,Peter Parker (Earth-616)
"May 25, 2016",Amazing Spider-Man Vol 4 1.5,Peter Parker (Earth-616)
"May 25, 2016",Spider-Man/Deadpool Vol 1 5,Peter Parker (Earth-616)
"June 1, 2016",Amazing Spider-Man Vol 4 13,Peter Parker (Earth-616)
"June 1, 2016",Civil War II Vol 1 1,Peter Parker (Earth-616)
"June 1, 2016",Invincible Iron Man Vol 3 10,Peter Parker (Earth-616)
"June 8, 2016",Agents of S.H.I.E.L.D. Vol 1 6,Peter Parker (Earth-616)
"June 8, 2016",Civil War II: Amazing Spider-Man Vol 1 1,Peter Parker (Earth-616)
"June 8, 2016",Civil War II: Gods of War Vol 1 1,Peter Parker (Earth-616)
"June 8, 2016",Daredevil Vol 5 8,Peter Parker (Earth-616)
"June 8, 2016",Howard the Duck Vol 6 8,Peter Parker (Earth-616)
"June 15, 2016",Amazing Spider-Man Vol 4 14,Peter Parker (Earth-616)
"June 8, 2016",Venom: Space Knight Vol 1 8,Peter Parker (Earth-616)
"June 15, 2016",Nova Vol 6 8,Peter Parker (Earth-616)
"June 22, 2016",Civil War II: Choosing Sides Vol 1 1,Peter Parker (Earth-616)
"June 22, 2016",Deadpool v Gambit Vol 1 1,Peter Parker (Earth-616)
"June 29, 2016",Captain Marvel Vol 9 6,Peter Parker (Earth-616)
"June 29, 2016",Spider-Man/Deadpool Vol 1 6,Peter Parker (Earth-616)
"July 6, 2016",Amazing Spider-Man Vol 4 15,Peter Parker (Earth-616)
"July 6, 2016",Silver Surfer Vol 8 5,Peter Parker (Earth-616)
"July 13, 2016",Agents of S.H.I.E.L.D. Vol 1 7,Peter Parker (Earth-616)
"July 13, 2016",Civil War II Vol 1 3,Peter Parker (Earth-616)
"July 13, 2016",Civil War II: Amazing Spider-Man Vol 1 2,Peter Parker (Earth-616)
"July 13, 2016",Daredevil Vol 5 9,Peter Parker (Earth-616)
"July 20, 2016",Spider-Man/Deadpool Vol 1 7,Peter Parker (Earth-616)
"July 27, 2016",Amazing Spider-Man Vol 4 1.6,Peter Parker (Earth-616)
"August 3, 2016",Squadron Supreme Vol 4 10,Peter Parker (Earth-616)
"July 27, 2016",Venom: Space Knight Vol 1 10,Peter Parker (Earth-616)
"August 10, 2016",Agents of S.H.I.E.L.D. Vol 1 8,Peter Parker (Earth-616)
"August 10, 2016","All-New, All-Different Avengers Vol 1 13",Peter Parker (Earth-616)
"August 10, 2016",Amazing Spider-Man Vol 4 16,Peter Parker (Earth-616)
"August 10, 2016",Spider-Man 2099 Vol 3 13,Peter Parker (Earth-616)
"August 10, 2016",Spider-Man/Deadpool Vol 1 8,Peter Parker (Earth-616)
"August 17, 2016",Civil War II: Amazing Spider-Man Vol 1 3,Peter Parker (Earth-616)
"August 17, 2016",Civil War II: Gods of War Vol 1 3,Peter Parker (Earth-616)
"August 24, 2016",Captain Marvel Vol 9 8,Peter Parker (Earth-616)
"August 24, 2016",Venom: Space Knight Vol 1 11,Peter Parker (Earth-616)
"August 31, 2016",Amazing Spider-Man Vol 4 17,Peter Parker (Earth-616)
"August 31, 2016",Howard the Duck Vol 6 10,Peter Parker (Earth-616)
"August 31, 2016",Silver Surfer Vol 8 6,Peter Parker (Earth-616)
"August 31, 2016",Uncanny Avengers Vol 3 13,Peter Parker (Earth-616)
"October 19, 2016",Slapstick Infinite Comic Vol 1 1,Peter Parker (Earth-616)
"September 7, 2016",Squadron Supreme Vol 4 11,Peter Parker (Earth-616)
"September 14, 2016",Civil War II: Amazing Spider-Man Vol 1 4,Peter Parker (Earth-616)
"September 14, 2016",Spider-Man Vol 2 8,Peter Parker (Earth-616)
"September 21, 2016",Amazing Spider-Man Vol 4 18,Peter Parker (Earth-616)
"September 21, 2016",Civil War II Vol 1 5,Peter Parker (Earth-616)
"September 21, 2016",Deadpool: Too Soon? Infinite Comic Vol 1 6,Peter Parker (Earth-616)
"September 21, 2016",Venom: Space Knight Vol 1 12,Peter Parker (Earth-616)
"September 21, 2016",Vision Vol 2 11,Peter Parker (Earth-616)
"September 28, 2016",Captain America: Steve Rogers Vol 1 5,Peter Parker (Earth-616)
"September 28, 2016",Spider-Man/Deadpool Vol 1 9,Peter Parker (Earth-616)
"October 5, 2016",Amazing Spider-Man Vol 4 19,Peter Parker (Earth-616)
"October 5, 2016",Deadpool: Back in Black Vol 1 1,Peter Parker (Earth-616)
"October 5, 2016",Squadron Supreme Vol 4 12,Peter Parker (Earth-616)
"October 12, 2016",Clone Conspiracy Vol 1 1,Peter Parker (Earth-616)
"October 5, 2016",Unbeatable Squirrel Girl Beats Up the Marvel Universe! Vol 1 1,Peter Parker (Earth-616)
"October 12, 2016",Howard the Duck Vol 6 11,Peter Parker (Earth-616)
"October 19, 2016",Amazing Spider-Man Vol 4 20,Peter Parker (Earth-616)
"October 19, 2016",Civil War II: Kingpin Vol 1 4,Peter Parker (Earth-616)
"October 26, 2016",Spider-Man/Deadpool Vol 1 10,Peter Parker (Earth-616)
"November 2, 2016",Avengers Vol 7 1,Peter Parker (Earth-616)
"November 9, 2016",Clone Conspiracy Vol 1 2,Peter Parker (Earth-616)
"November 9, 2016",Spider-Man/Deadpool Vol 1 11,Peter Parker (Earth-616)
"November 23, 2016",Amazing Spider-Man Annual Vol 3 1,Peter Parker (Earth-616)
"November 23, 2016",Venom Vol 3 1,Peter Parker (Earth-616)
"November 30, 2016",Guardians of the Galaxy Vol 4 14,Peter Parker (Earth-616)
"December 7, 2016",Avengers Vol 7 2,Peter Parker (Earth-616)
"December 7, 2016",Clone Conspiracy Vol 1 3,Peter Parker (Earth-616)
"December 14, 2016",Deadpool: Back in Black Vol 1 5,Peter Parker (Earth-616)
"December 14, 2016",Mosaic Vol 1 3,Peter Parker (Earth-616)
"December 14, 2016",Unbeatable Squirrel Girl Vol 2 15,Peter Parker (Earth-616)
"December 21, 2016",Captain America: Sam Wilson Vol 1 16,Peter Parker (Earth-616)
"December 21, 2016",Amazing Spider-Man Vol 4 22,Peter Parker (Earth-616)
"December 21, 2016",Invincible Iron Man Vol 4 2,Peter Parker (Earth-616)
"December 21, 2016",Power Man and Iron Fist: Sweet Christmas Annual Vol 1 1,Peter Parker (Earth-616)
"January 4, 2017",Avengers Vol 7 3,Peter Parker (Earth-616)
"December 28, 2016",Spider-Man/Deadpool Vol 1 12,Peter Parker (Earth-616)
"January 11, 2017",Marvel New Year's Eve Special Infinite Comic Vol 1 1,Peter Parker (Earth-616)
"January 11, 2017",Guardians of the Galaxy Vol 4 16,Peter Parker (Earth-616)
"January 11, 2017",Unbeatable Squirrel Girl Vol 2 16,Peter Parker (Earth-616)
"January 11, 2017",Spider-Man/Deadpool Vol 1 13,Peter Parker (Earth-616)
"January 11, 2017",Uncanny Avengers Vol 3 19,Peter Parker (Earth-616)
"January 18, 2017",Amazing Spider-Man Vol 4 23,Peter Parker (Earth-616)
"January 18, 2017",Avengers Vol 7 3.1,Peter Parker (Earth-616)
"January 18, 2017",CAGE! Vol 1 4,Peter Parker (Earth-616)
"January 18, 2017",Clone Conspiracy Vol 1 4,Peter Parker (Earth-616)
"January 18, 2017",Monsters Unleashed Vol 2 1,Peter Parker (Earth-616)
"January 18, 2017",Venom Vol 3 3,Peter Parker (Earth-616)
"January 18, 2017",Mosaic Vol 1 4,Peter Parker (Earth-616)
"January 25, 2017",Avengers Vol 7 1.MU,Peter Parker (Earth-616)
"January 25, 2017",Prowler Vol 2 4,Peter Parker (Earth-616)
"January 25, 2017",Spider-Man/Deadpool Vol 1 1.MU,Peter Parker (Earth-616)
"February 1, 2017",Avengers Vol 7 4,Peter Parker (Earth-616)
"February 1, 2017",Monsters Unleashed Vol 2 2,Peter Parker (Earth-616)
"February 15, 2017",Captain America: Sam Wilson Vol 1 19,Peter Parker (Earth-616)
"February 15, 2017",Clone Conspiracy Vol 1 5,Peter Parker (Earth-616)
"February 15, 2017",Doctor Strange / Punisher: Magic Bullets Infinite Comic Vol 1 8,Peter Parker (Earth-616)
"February 15, 2017",Doctor Strange Vol 4 1.MU,Peter Parker (Earth-616)
"February 15, 2017",Monsters Unleashed Vol 2 3,Peter Parker (Earth-616)
"February 15, 2017",Silk Vol 2 17,Peter Parker (Earth-616)
"February 15, 2017",Venom Vol 3 4,Peter Parker (Earth-616)
"February 22, 2017",Mosaic Vol 1 5,Peter Parker (Earth-616)
"February 22, 2017",Amazing Spider-Man Vol 4 24,Peter Parker (Earth-616)
"February 22, 2017",Prowler Vol 2 5,Peter Parker (Earth-616)
"February 22, 2017",Spider-Gwen Vol 2 17,Peter Parker (Earth-616)
"February 22, 2017",Spider-Man/Deadpool Vol 1 14,Peter Parker (Earth-616)
"February 22, 2017",Uncanny Avengers Vol 3 20,Peter Parker (Earth-616)
"March 1, 2017",Avengers Vol 7 5,Peter Parker (Earth-616)
"March 1, 2017",Clone Conspiracy Omega Vol 1 1,Peter Parker (Earth-616)
"March 1, 2017",Deadpool Vol 6 28,Peter Parker (Earth-616)
"March 1, 2017",Monsters Unleashed Vol 2 4,Peter Parker (Earth-616)
"March 8, 2017",Doctor Strange and the Sorcerers Supreme Vol 1 6,Peter Parker (Earth-616)
"March 8, 2017",Guardians of the Galaxy Vol 4 1.MU,Peter Parker (Earth-616)
"March 8, 2017",Mosaic Vol 1 6,Peter Parker (Earth-616)
"March 8, 2017",Spider-Man/Deadpool Vol 1 15,Peter Parker (Earth-616)
"March 15, 2017",Amazing Spider-Man Vol 4 25,Peter Parker (Earth-616)
"March 8, 2017",Unbelievable Gwenpool Vol 1 13,Peter Parker (Earth-616)
"March 15, 2017",Monsters Unleashed Vol 2 5,Peter Parker (Earth-616)
"March 15, 2017",Uncanny Avengers Vol 3 21,Peter Parker (Earth-616)
"March 15, 2017",Venom Vol 3 5,Peter Parker (Earth-616)
"March 22, 2017",Prowler Vol 2 6,Peter Parker (Earth-616)
"March 29, 2017",Spider-Woman Vol 6 17,Peter Parker (Earth-616)
"March 29, 2017",Deadpool & the Mercs for Money Vol 2 9,Peter Parker (Earth-616)
"April 5, 2017",Avengers Vol 7 6,Peter Parker (Earth-616)
"April 5, 2017",All-New Wolverine Vol 1 19,Peter Parker (Earth-616)
"April 12, 2017",Amazing Spider-Man Vol 4 26,Peter Parker (Earth-616)
"April 5, 2017",Spider-Man/Deadpool Vol 1 16,Peter Parker (Earth-616)
"April 12, 2017",Deadpool & the Mercs for Money Vol 2 10,Peter Parker (Earth-616)
"April 12, 2017",Doctor Strange and the Sorcerers Supreme Vol 1 7,Peter Parker (Earth-616)
"April 19, 2017",Deadpool Vol 6 29,Peter Parker (Earth-616)
"April 19, 2017",Secret Empire Vol 1 0,Peter Parker (Earth-616)
"April 19, 2017",Silk Vol 2 19,Peter Parker (Earth-616)
"April 19, 2017",Venom Vol 3 6,Peter Parker (Earth-616)
"May 3, 2017",Spider-Man/Deadpool Vol 1 17,Peter Parker (Earth-616)
"May 6, 2017",Free Comic Book Day 2017 (Secret Empire) Vol 1 1,Peter Parker (Earth-616)
"May 10, 2017",All-New Wolverine Vol 1 20,Peter Parker (Earth-616)
"May 10, 2017",Amazing Spider-Man Vol 4 27,Peter Parker (Earth-616)
"May 10, 2017",Avengers Vol 7 7,Peter Parker (Earth-616)
"May 17, 2017",Daredevil Vol 5 20,Peter Parker (Earth-616)
"May 24, 2017",Doctor Strange and the Sorcerers Supreme Vol 1 8,Peter Parker (Earth-616)
"May 31, 2017",Guardians of the Galaxy: Mother Entropy Vol 1 5,Peter Parker (Earth-616)
"June 7, 2017",Amazing Spider-Man Vol 4 28,Peter Parker (Earth-616)
"June 7, 2017",Avengers Vol 7 8,Peter Parker (Earth-616)
"June 7, 2017",Spider-Man/Deadpool Vol 1 18,Peter Parker (Earth-616)
"June 14, 2017",All-New Wolverine Vol 1 21,Peter Parker (Earth-616)
"June 21, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 1,Peter Parker (Earth-616)
"June 21, 2017",U.S.Avengers Vol 1 7,Peter Parker (Earth-616)
"July 5, 2017",Spider-Man/Deadpool Vol 1 19,Peter Parker (Earth-616)
"June 28, 2017",Amazing Spider-Man Vol 4 29,Peter Parker (Earth-616)
"July 12, 2017",Amazing Spider-Man Vol 4 30,Peter Parker (Earth-616)
"July 12, 2017",Spider-Men II Vol 1 1,Peter Parker (Earth-616)
"July 19, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 2,Peter Parker (Earth-616)
"August 9, 2017",Amazing Spider-Man Vol 4 31,Peter Parker (Earth-616)
"August 2, 2017",Spider-Man/Deadpool Vol 1 20,Peter Parker (Earth-616)
"August 16, 2017",Luke Cage Vol 1 4,Peter Parker (Earth-616)
"August 16, 2017",Spider-Men II Vol 1 2,Peter Parker (Earth-616)
"August 23, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 3,Peter Parker (Earth-616)
"August 23, 2017",Secret Empire Vol 1 9,Peter Parker (Earth-616)
"August 30, 2017",Secret Empire Vol 1 10,Peter Parker (Earth-616)
"August 30, 2017",Uncanny Avengers Vol 3 26,Peter Parker (Earth-616)
"September 6, 2017",Spider-Man/Deadpool Vol 1 21,Peter Parker (Earth-616)
"September 6, 2017",Thor vs. Hulk: Champions of the Universe Vol 1 1,Peter Parker (Earth-616)
"September 20, 2017",Avengers Vol 7 11,Peter Parker (Earth-616)
"September 20, 2017",Generations: Ms. Marvel & Ms. Marvel Vol 1 1,Peter Parker (Earth-616)
"September 20, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 4,Peter Parker (Earth-616)
"September 27, 2017",Cable Vol 3 5,Peter Parker (Earth-616)
"September 27, 2017",Generations: Miles Morales Spider-Man & Peter Parker Spider-Man Vol 1 1,Peter Parker (Earth-616)
"September 27, 2017",Generations: Sam Wilson Captain America & Steve Rogers Captain America Vol 1 1,Peter Parker (Earth-616)
"October 4, 2017",Avengers Vol 1 672,Peter Parker (Earth-616)
"October 4, 2017",Spider-Man/Deadpool Vol 1 22,Peter Parker (Earth-616)
"October 11, 2017",Amazing Spider-Man Vol 1 789,Peter Parker (Earth-616)
"October 11, 2017",Inhumans: Once and Future Kings Vol 1 3,Peter Parker (Earth-616)
"October 11, 2017",X-Men: Blue Vol 1 13,Peter Parker (Earth-616)
"October 18, 2017",Champions Vol 2 13,Peter Parker (Earth-616)
"October 18, 2017",Invincible Iron Man Vol 1 593,Peter Parker (Earth-616)
"October 18, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 5,Peter Parker (Earth-616)
"October 25, 2017",Amazing Spider-Man Vol 1 790,Peter Parker (Earth-616)
"November 1, 2017",Avengers Vol 1 673,Peter Parker (Earth-616)
"November 1, 2017",Inhumans: Once and Future Kings Vol 1 4,Peter Parker (Earth-616)
"November 1, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 6,Peter Parker (Earth-616)
"November 15, 2017",Amazing Spider-Man Vol 1 791,Peter Parker (Earth-616)
"November 8, 2017",Spider-Man/Deadpool Vol 1 23,Peter Parker (Earth-616)
"November 15, 2017",Champions Vol 2 14,Peter Parker (Earth-616)
"November 15, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 297,Peter Parker (Earth-616)
"November 15, 2017",Spider-Men II Vol 1 4,Peter Parker (Earth-616)
"November 22, 2017",Spider-Man/Deadpool Vol 1 24,Peter Parker (Earth-616)
"November 29, 2017",Darkhawk Vol 1 51,Peter Parker (Earth-616)
"December 6, 2017",Amazing Spider-Man: Venom Inc. Alpha Vol 1 1,Peter Parker (Earth-616)
"December 6, 2017",Avengers Vol 1 674,Peter Parker (Earth-616)
"December 6, 2017",Inhumans: Once and Future Kings Vol 1 5,Peter Parker (Earth-616)
"December 13, 2017",Amazing Spider-Man Vol 1 792,Peter Parker (Earth-616)
"December 20, 2017",Marvel 2-In-One Vol 1 1,Peter Parker (Earth-616)
"December 20, 2017",Peter Parker: The Spectacular Spider-Man Vol 1 298,Peter Parker (Earth-616)
"December 20, 2017",Venom Vol 1 159,Peter Parker (Earth-616)
"December 27, 2017",Amazing Spider-Man Vol 1 793,Peter Parker (Earth-616)
"December 27, 2017",Spider-Man/Deadpool Vol 1 25,Peter Parker (Earth-616)
"December 27, 2017",Spider-Men II Vol 1 5,Peter Parker (Earth-616)
"January 10, 2018",Daredevil Vol 1 597,Peter Parker (Earth-616)
"January 10, 2018",Venom Vol 1 160,Peter Parker (Earth-616)
"January 17, 2018",Amazing Spider-Man: Venom Inc. Omega Vol 1 1,Peter Parker (Earth-616)
"January 17, 2018",Peter Parker: The Spectacular Spider-Man Vol 1 299,Peter Parker (Earth-616)
"January 24, 2018",Amazing Spider-Man Vol 1 794,Peter Parker (Earth-616)
"February 7, 2018",Amazing Spider-Man Vol 1 795,Peter Parker (Earth-616)
"February 7, 2018",Spider-Man/Deadpool Vol 1 27,Peter Parker (Earth-616)
"February 14, 2018",Amazing Spider-Man Annual Vol 1 42,Peter Parker (Earth-616)
"February 14, 2018",Unbeatable Squirrel Girl Vol 2 29,Peter Parker (Earth-616)
"February 21, 2018",Amazing Spider-Man Vol 1 796,Peter Parker (Earth-616)
"February 21, 2018",Defenders Vol 5 10,Peter Parker (Earth-616)
"February 21, 2018",Daredevil Vol 1 599,Peter Parker (Earth-616)
"February 28, 2018",Peter Parker: The Spectacular Spider-Man Vol 1 300,Peter Parker (Earth-616)
"February 28, 2018",Spider-Man/Deadpool Vol 1 28,Peter Parker (Earth-616)
"March 7, 2018",Amazing Spider-Man Vol 1 797,Peter Parker (Earth-616)
"March 14, 2018",Marvel 2-In-One Vol 1 4,Peter Parker (Earth-616)
"March 14, 2018",Peter Parker: The Spectacular Spider-Man Vol 1 301,Peter Parker (Earth-616)
"March 28, 2018",Daredevil Vol 1 600,Peter Parker (Earth-616)
"March 28, 2018",Jessica Jones Vol 2 18,Peter Parker (Earth-616)
"March 28, 2018",Peter Parker: The Spectacular Spider-Man Vol 1 302,Peter Parker (Earth-616)
"March 28, 2018",Spider-Man/Deadpool Vol 1 30,Peter Parker (Earth-616)
"May 5, 2018",Free Comic Book Day 2018 (Amazing Spider-Man/Guardians of the Galaxy) Vol 1 1,Peter Parker (Earth-616)
"April 4, 2018",Amazing Spider-Man Vol 1 798,Peter Parker (Earth-616)
"April 4, 2018",Venomized Vol 1 1,Peter Parker (Earth-616)
"April 11, 2018",Avengers Vol 1 688,Peter Parker (Earth-616)
"April 11, 2018",Unbeatable Squirrel Girl Vol 2 31,Peter Parker (Earth-616)
"April 11, 2018",Spider-Man/Deadpool Vol 1 31,Peter Parker (Earth-616)
"April 18, 2018",Amazing Spider-Man Vol 1 799,Peter Parker (Earth-616)
"April 11, 2018",Venomized Vol 1 2,Peter Parker (Earth-616)
"April 18, 2018",Avengers Vol 1 689,Peter Parker (Earth-616)
"April 18, 2018",Daredevil Vol 1 601,Peter Parker (Earth-616)
"April 18, 2018",Venomized Vol 1 3,Peter Parker (Earth-616)
"April 25, 2018",Peter Parker: The Spectacular Spider-Man Vol 1 303,Peter Parker (Earth-616)
"April 25, 2018",Venomized Vol 1 4,Peter Parker (Earth-616)
